Timestamp,Dónde estás trabajando,Dedicación,Tipo de contrato,Último salario mensual o retiro BRUTO (en pesos argentinos),Último salario mensual o retiro NETO (en pesos argentinos),Pagos en dólares,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2024? ,¿De qué % fue el ajuste total acumulado?,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Años en el puesto actual,¿Cuántas personas tenés a cargo? ,Plataformas que utilizas en tu puesto actual ,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina? ,"En los últimos 6 meses, ¿se aplicó alguna política de ajustes salariales?","En los últimos 6 meses, ¿hubo reducción de personal?",¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias? ,¿Tenés guardias? ,Cuánto cobrás por guardia,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios? ,Tengo (edad),Género,¿Habías respondido nuestra encuesta en ediciones anteriores?,¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
6/5/2024 11:07:27,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000,1700000,,,De uno a tres sueldos,Performance de la compañía,Tres,95,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,"No, estoy muy conforme.",QA / Tester,6,1,1,0,"Azure, SAP, Smart by GEP",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,Si,No,8,2,Terminar encuesta,,,,,,,,,,27,Masculino,No,
6/5/2024 11:08:07,Mendoza,Full-Time,Staff (planta permanente),1204840,1000018,,,No,No recibo bono,Tres,50,Abril,3,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado",3,"No, pero escucho ofertas.",Developer,6,3,3,0,"Docker, Google Cloud Platform, Linux","HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel",PostgreSQL,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Desconocida,No,8,1,Terminar encuesta,,,,,,,,,,47,Masculino,Sí,
6/5/2024 11:10:50,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1385000,1122658,,,No,No recibo bono,Dos,21,Abril,1,"Abono de celular, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Project Manager,5,7,0,6,"Docker, Linux",SQL,Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,"Sí, los otorgados por gobierno",Sí,3,1,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0,Bruto,Terminar encuesta,40,Masculino,Sí,
6/5/2024 11:15:00,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4300000,420239000,Cobro todo el salario en dólares,1250,Un sueldo,Mix de las anteriores,Uno,4,Enero,3,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",DevOps Engineer,3,0,3,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Go, Javascript, PHP, Python, Ruby, SQL","Laravel, Node.js","Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,7,5,Responder sobre guardias,,,,,,"Sí, pasiva",0,Bruto,Terminar encuesta,21,Masculino,No,
6/5/2024 11:16:29,Entre Ríos,Full-Time,Staff (planta permanente),1154000,970000,,,No,No recibo bono,Dos,80,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",Data Engineer,3,0,0,0,"Azure, Google Cloud Platform","Python, SQL",AI,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"Si, se evalua la inflacion actual y se aplica el aumento si es necesario",No,8,5,Terminar encuesta,,,,,,,,,,27,Masculino,No,
6/5/2024 11:19:43,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2616965,,,,De uno a tres sueldos,Performance individual,Dos,56,Mayo,2,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",2,"No, pero escucho ofertas.",QA / Tester,17,8,8,8,Amazon Web Services,"HTML, Javascript, Python","Node.js, React.js",MySQL,"Appium, Cypress, Katalon, Selenium",De 1001 a 2000 personas,Híbrido (presencial y remoto),2,2 aumentos,No sé,7,3,Terminar encuesta,,,,,,,,,,49,Masculino,No,
6/5/2024 11:19:53,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6358338,,,,3+ sueldos,Mix de las anteriores,Más de tres,63,Mayo,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,"No, estoy muy conforme.",VP / C-Level,10,3,3,20,"Firebase, Google Cloud Platform, Kubernetes, Linux, Serverless, Windows Server","Python, SQL","TensorFlow, WordPress","Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,8,4,Terminar encuesta,,,,,,,,,,31,Masculino,Sí,
6/5/2024 11:27:18,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1100000,1100000,,,No,No recibo bono,Uno,20,Abril,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Developer,2,2,2,0,Ninguna de las anteriores,TypeScript,React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No sé,4,1,Terminar encuesta,,,,,,,,,,24,masculino,Sí,
6/5/2024 11:27:43,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1523673.49,1273100.27,,,Un sueldo,Mix de las anteriores,Dos,53,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Licencia por nacimiento extendida",2,"No, estoy muy conforme.",Developer,11,0,0,0,Todo lo que es devops es por herramientas internas de la empresa,Go,Ninguno de los anteriores,"ElasticSearch, MongoDB, MySQL",Postman,Más de 10000 personas,100% remoto,0,,No sé,10,3,Responder sobre guardias,Posgrado/Especialización,Incompleto,Ingeniería en Informática,USAL - Universidad del Salvador,Responder sobre guardias,"Sí, activa",0,Bruto,Terminar encuesta,35,Masculino,No,
6/5/2024 11:29:47,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),870000,760000,,,No,No recibo bono,Dos,56,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",HelpDesk,20,3,2,2,"Google Cloud Platform, Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,"Si, bimetral o trimestral, según si es muy alta la inflación",No,8,3,Terminar encuesta,,,,,,,,,,37,Masculino,Sí,
6/5/2024 11:34:37,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),472758,457390,,,No,No recibo bono,Uno,160,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,"No, pero escucho ofertas.",QA / Tester,1,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Atlassian,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,Si,Sí,7,1,Responder sobre mis estudios,Posgrado/Especialización,Completo,Analista de Sistemas,UCES - Universidad de Ciencias Empresariales y Sociales,Terminar encuesta,,,,,59,Masculino,Sí,
6/5/2024 11:40:40,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1174626,984441,,,Un sueldo,Mix de las anteriores,Tres,100,Mayo,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,3,1,1,0,"Amazon Web Services, Salesforce Marketing Cloud ","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Node.js, Vue.js",Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,,No sé,8,3,Responder sobre mis estudios,Universitario,En curso,Tecnicatura en Programación,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,23,Masculino,No,
6/5/2024 11:43:02,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2762582,2408768,,,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",4,"No, estoy muy conforme.",Data Scientist,2,0,0,0,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Visual Studio Coded UI,Más de 10000 personas,Híbrido (presencial y remoto),2,,No sé,9,3,Responder sobre mis estudios,Doctorado,Completo,Física,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,33,Femenino,No,"MELI, Despegar"
6/5/2024 11:44:11,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000,856000,,,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Viáticos",3,"No, estoy muy conforme.",SysAdmin,1,0,0,0,"Amazon Web Services, Azure, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, SQL",Ninguno de los anteriores,"MariaDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,,No,10,4,Responder sobre mis estudios,Universitario,Completo,Tecnicatura en Informática,UNSAM - Universidad de San Martín,Terminar encuesta,,,,,27,Masculino,Sí,
6/5/2024 11:47:17,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),688000,591030,,,No,No recibo bono,Tres,75,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",QA / Tester,3,3,3,0,Ninguna de las anteriores,"CSS, HTML, Java, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL, SQLite","Appium, Cucumber, HP LoadRunner, HP UFT, Selenium, SoapUI, Jmeter ",De 1001 a 2000 personas,100% remoto,0,,No sé,7,4,Terminar encuesta,,,,,,,,,,28,Trans no binaria ,No,
6/5/2024 11:47:28,Córdoba,Full-Time,Staff (planta permanente),2500000,2111000,,,Un sueldo,Performance individual,Dos,35,Marzo,3,"Abono de celular, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Architect,10,18,3,3,"Docker, Firebase, Google Cloud Platform, Linux, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, jQuery","Microsoft SQL Server, Oracle","Postman, SoapUI",De 501 a 1000 personas,100% remoto,0,cada 3 meses por ipc,No sé,7,2,Terminar encuesta,,,,,,,,,,46,Masculino,Sí,
6/5/2024 11:49:40,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1566117,1299878,,,No,No recibo bono,Dos,117,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",2,"Sí, estoy buscando activamente.",Data Scientist,1,2,1,0,Ninguna de las anteriores,Python,TensorFlow,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,5,5,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencias Geológicas,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,31,Femenino,No,
6/5/2024 11:50:57,Mendoza,Full-Time,Staff (planta permanente),1551000,1295630,,,Menos de un sueldo,Performance individual,Dos,80,Abril,3,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",Project Manager,1,2,1,10,Ninguna de las anteriores,"Java, Javascript",Ninguno de los anteriores,MySQL,"Postman, SoapUI",De 51 a 100 personas,100% remoto,0,,No sé,7,3,Responder sobre mis estudios,Doctorado,Incompleto,Licenciatura en Sistemas,UNNNE - Universidad Nacional del Nordeste,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,43,Femenino,Sí,
6/5/2024 11:55:45,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1750000,1400000,,,No,No recibo bono,Dos,30,Mayo,2,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",2,"No, pero escucho ofertas.",BI Analyst / Data Analyst,9,6,4,2,Windows Server,"Python, SQL",TensorFlow,"Apache Hive, MariaDB, MongoDB, MySQL, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,si,Sí,5,4,Terminar encuesta,,,,,,,,,,42,Masculino,Sí,No lo se
6/5/2024 12:02:48,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),975614,803338,,,Menos de un sueldo,Performance de la compañía,Más de tres,55,Mayo,2,Ninguna de las anteriores,1,"No, pero escucho ofertas.",QA / Tester,6,4,4,0,Linux,Ninguno de los anteriores,Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Aumentos paritarios,No,7,0,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Comunicación Social,UNQ - Universidad Nacional de Quilmes,Terminar encuesta,,,,,43,Masculino,Sí,
6/5/2024 12:03:49,Santa Fe,Full-Time,Staff (planta permanente),1059646,875000,,,De uno a tres sueldos,Performance individual,Tres,51.8,Mayo,3,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",BI Analyst / Data Analyst,3,2,2,2,"Google Cloud Platform, Windows Server",HTML,WordPress,MySQL,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,Nos suben el sueldo de acuerdo al dólar oficial y no según inflación acumulada.,No sé,6,2,Responder sobre mis estudios,Universitario,Completo,Diseño de Imágen y Sonido,,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,36,Femenino,Sí,
6/5/2024 12:05:14,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),623500,568070,,,No,No recibo bono,Uno,45,Febrero,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Developer,1,1,1,0,OpenShift,"CSS, HTML, Java, SQL, TypeScript","Angular, Bootstrap, Spring, quarkus","MariaDB, MongoDB, MySQL",JUnit,De 2 a 10 personas,Híbrido (presencial y remoto),3,,Sí,3,2,Terminar encuesta,,,,,,,,,,29,Femenino,No,
6/5/2024 12:08:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000,2000000,Cobro todo el salario en dólares,860,De uno a tres sueldos,Mix de las anteriores,Uno,2,Abril,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,5,4,1,0,"Amazon Web Services, Linux","Javascript, TypeScript",React.js,Ninguna de las anteriores,Jest,De 2001a 5000 personas,100% remoto,0,"Si, del 2",Sí,1,0,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en sociología ,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,33,Masculino ,Sí,
6/5/2024 12:11:11,Córdoba,Full-Time,Staff (planta permanente),850000,761000,Mi sueldo está dolarizado (pero cobro en moneda local),no esta dolarizado,No,No recibo bono,Más de tres,40,Mayo,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Servicio al cliente/soporte al usuario,6,6,6,0,"Base de datos, Jira, Oracle",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,"Postman, Test Complete",De 11  a 50  personas,Híbrido (presencial y remoto),1,"Si, ajuste por inflación",No sé,3,4,Terminar encuesta,,,,,,,,,,29,Femenino,No,Mercado Libre
6/5/2024 12:12:19,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000,2050000,,,De uno a tres sueldos,Mix de las anteriores,Dos,70,Mayo,3,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Business Analyst,20,1,10,2,Amazon Web Services,SQL,Ninguno de los anteriores,"SQLite, Teradata",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No,8,1,Terminar encuesta,,,,,,,,,,44,Femenino,Sí,"Modo, Coelsa, Uala"
6/5/2024 12:14:03,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2407721.52,2123908,Cobro todo el salario en dólares,944.2,Menos de un sueldo,Performance individual,Dos,17,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Data Engineer,3,2,3,0,Amazon Web Services,"Python, SQL, Spark","Hadoop, Pyspark","Amazon DynamoDB, Amazon Redshift",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,aumentos mensuales,Sí,8,3,Terminar encuesta,,,,,,,,,,28,Masculino,Sí,
6/5/2024 12:24:20,Mendoza,Full-Time,Staff (planta permanente),573861,476305,,,De uno a tres sueldos,Performance de la compañía,Dos,35,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), descuentos en tiendas de clientes",3,"No, pero escucho ofertas.",Designer,7,1,1,0,Ninguna de las anteriores,HTML,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,8,2,Responder sobre mis estudios,Terciario,Completo,Diseño Gráfico,,Responder sobre guardias,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Femenino,Sí,
6/5/2024 12:25:31,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),821000,703000,,,Menos de un sueldo,Performance individual,Uno,36,Abril,2,"Abono de Internet, Capacitaciones y/o cursos",1,"Sí, estoy buscando activamente.",QA / Tester,1,1,1,0,Ninguna de las anteriores,"Java, Python",Ninguno de los anteriores,Ninguna de las anteriores,"Cucumber, Postman, Selenium",Más de 10000 personas,100% remoto,0,,No,5,5,Terminar encuesta,,,,,,,,,,29,masculino,No,"Mercado Libre, EY"
6/5/2024 12:44:09,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5500000,,Cobro parte del salario en dólares,873,3+ sueldos,Performance de la compañía,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Lactario en la oficina, Stock options / RSUs",2,"No, pero escucho ofertas.",Manager / Director,8,5,4,36,Ninguna de las anteriores,"Python, SQL",Ninguno de los anteriores,Snowflake,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,No,Sí,7,0,Responder sobre guardias,Universitario,Incompleto,Lic en psicologia,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,47,Masculino,Sí,"Globant, Accenture"
6/5/2024 12:46:31,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1050000,871500,,,No,No recibo bono,Dos,80,Abril,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,"No, estoy muy conforme.",UX Designer,2,0,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Ajustes trimestrales por inflación ,No sé,9,4,Terminar encuesta,,,,,,,,,,28,Masculino,No,
6/5/2024 12:49:38,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1700000,1500000,,,Un sueldo,Mix de las anteriores,Dos,20,Marzo,4,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",4,"No, pero escucho ofertas.",Networking,10,2,2,0,"Arduino o similar, Azure, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),4,,No,8,3,Terminar encuesta,,,,,,,,,,36,Masculino,Sí,Globant
